date,rv_actual,pred_log_har,pred_garch
2023-06-12,1.31181910781517e+60,2.017556036333962e+60,3.9780700343280214e+59
2023-06-13,1.654514659934858e+60,1.9784123803416393e+60,3.081055780587842e+59
2023-06-14,1.2567129290155494e+60,1.9704932841853576e+60,1.190503465831787e+59
2023-06-15,1.8926182917471205e+60,1.630257446985754e+60,4.0153887645921965e+59
2023-06-16,1.2302019151041883e+60,1.5851042119997317e+60,2.0760995916535027e+59
2023-06-19,1.5677803088392127e+60,1.4130892014639506e+60,3.23303731589957e+59
2023-06-20,1.3604133301152304e+60,1.4746988934551061e+60,1.1016774955448592e+60
2023-06-21,2.5474959549586203e+60,1.4096020888093095e+60,4.22440307116597e+59
2023-06-22,1.780882288497884e+60,1.6886655414484866e+60,1.0576488234449864e+59
2023-06-23,5.38262968329478e+59,1.6466789449584297e+60,2.315772034919804e+59
2023-06-26,2.2415811132410577e+60,1.4607375254142136e+60,6.285266472086356e+59
2023-06-27,9.947344400434246e+59,1.657227825519943e+60,1.6035092306376817e+60
2023-06-28,8.316215047765209e+59,1.5478794493818155e+60,4.9299592230070785e+59
2023-06-29,7.439792328874494e+59,1.2085995244839857e+60,6.457981352785344e+59
2023-06-30,2.2074655564673348e+60,1.0056587711498722e+60,4.621393793647866e+59
2023-07-03,4.502933692593194e+59,1.366176436195909e+60,5.0082134300359534e+59
2023-07-04,5.3820361624812926e+60,9.727414653776044e+59,2.5028231616642797e+60
2023-07-05,5.559537173438359e+60,1.9323438778322565e+60,6.420846653695848e+59
2023-07-06,3.820321333415873e+60,2.8944496024480402e+60,7.162927080136426e+59
2023-07-07,2.809236963905188e+60,3.483978736498959e+60,9.000456035176121e+59
2023-07-10,3.043756473411138e+60,3.575935517811951e+60,1.4848654483478693e+60
2023-07-11,3.8487867802635366e+60,4.107514091724351e+60,1.1631403730205508e+60
2023-07-12,4.476694198397469e+60,3.8137425567397006e+60,1.0512745432864865e+60
2023-07-13,4.520094048978229e+60,3.596895377871165e+60,7.018756119458544e+59
2023-07-14,3.509019181218237e+60,3.730582615753694e+60,8.57946225956705e+59
2023-07-17,2.679055105515396e+60,3.837671183998158e+60,6.658694113096308e+59
2023-07-18,2.4608912824365556e+60,3.7327999317820696e+60,9.754237022969492e+59
2023-07-19,2.2623524462910864e+60,3.443214402449102e+60,6.577505040460856e+59
2023-07-20,4.627271733558682e+60,2.9938436604784075e+60,8.126497187385547e+59
2023-07-21,4.65142562765841e+60,3.068563711448625e+60,7.157390617805976e+59
2023-07-24,5.7499157505276365e+59,3.2940712606827e+60,1.3050430406622604e+60
2023-07-25,2.5341457147771905e+60,2.7080448194782402e+60,9.475030074245196e+59
2023-07-26,2.76370255673261e+60,2.834328085454841e+60,3.1056022274598163e+59
2023-07-27,2.550386284241258e+60,2.9394207914159263e+60,1.1343695301777778e+60
2023-07-28,1.8939814417669718e+60,2.5200680107252804e+60,5.469665335348236e+59
2023-07-31,3.913215578745326e+60,1.9606910830783913e+60,4.397263846910531e+59
2023-08-01,5.248559352127833e+60,2.658462053836504e+60,3.9121626722685943e+59
2023-08-02,2.3018756965901844e+60,3.218990330968247e+60,1.120838366646426e+60
2023-08-03,3.2688211768015176e+60,3.0504741989815582e+60,2.741543598764869e+59
2023-08-04,1.6413097205872307e+60,3.227504103141663e+60,2.7030052403511346e+60
2023-08-07,9.980325412755114e+59,3.1244377033539504e+60,2.897955121859461e+60
2023-08-08,1.2650703679641984e+60,2.5270702333043173e+60,2.0368712145571498e+60
2023-08-09,2.8301753848078436e+60,1.7801208111551565e+60,1.4936788906352024e+60
2023-08-10,4.06679550520231e+60,1.9252019526301476e+60,1.5871880370950035e+60
2023-08-11,3.8137170487385324e+60,2.1032338363047012e+60,1.9937917959958906e+60
2023-08-14,4.3775207181332824e+60,2.5325402103623648e+60,2.3255238980608678e+60
2023-08-15,4.420568291985373e+60,3.2205223720533425e+60,2.3617285187739107e+60
2023-08-16,2.3529707396298166e+60,3.854469372931315e+60,1.857774100203759e+60
2023-08-17,3.447784992166777e+60,3.692637057423629e+60,1.4207570970813755e+60
2023-08-18,4.911617913823732e+60,3.606247958074122e+60,1.292567000095454e+60
2023-08-21,5.774421688857625e+60,3.85695966479097e+60,1.1876925823817194e+60
2023-08-22,8.340777794785325e+60,4.154684764561786e+60,2.365566684016121e+60
2023-08-23,8.119911313395087e+60,4.990555394149042e+60,2.4291451438351764e+60
2023-08-24,6.974354378900284e+60,6.1422929367535576e+60,3.9370802996584096e+59
2023-08-25,1.0415470875200272e+61,6.818476792505011e+60,1.2842873959432593e+60
2023-08-28,7.047452373303571e+60,7.99998270757697e+60,1.4380056191674238e+60
2023-08-29,3.555741565112528e+60,8.152649638242992e+60,1.3380686775088872e+60
2023-08-30,4.056326198113116e+60,7.036610731896988e+60,1.005496601085507e+60
