,RV_d,RV_w,RV_m,RV_next,logRV_d,logRV_w,logRV_m,logRV_next,pred_rv,sigma_dyn,ss_dyn,ss_cls
2017-05-08,7.552904644029356e-05,3.7679998827588445e-05,2.0272060720134218e-05,8.873102243257664e-05,-9.490993254631977,-10.186381139371068,-10.806266939118952,-9.329900984219632,1.9984105844379404e-05,1.8775506040979368,6.177141487482213,3.3160418681987163
2017-05-15,8.873102243257664e-05,5.804762488318179e-05,2.4418382606750436e-05,7.660706784706107e-05,-9.329900984219632,-9.754246765675818,-10.620174323794974,-9.476821215930423,2.2744254292919856e-05,2.0030193352214707,6.589933612878639,3.3160418681987163
2017-05-22,7.660706784706107e-05,7.17009351669585e-05,2.724668166320179e-05,4.540992477871691e-05,-9.476821215930423,-9.543006767668881,-10.510578818097512,-9.999779869347377,2.1289617982918015e-05,1.937908308508619,6.375718334993357,3.3160418681987163
2017-05-29,4.540992477871691e-05,7.156926537466204e-05,2.8779858221055627e-05,1.2263220023255584e-05,-9.999779869347377,-9.544844830697606,-10.455834782818242,-11.308906017303787,1.5825460749473617e-05,1.6708115621479118,5.49697003946663,3.3160418681987163
2017-06-05,1.2263220023255584e-05,5.5752808770402555e-05,2.931056800567357e-05,2.6662423548019213e-07,-11.308906017303787,-9.794582767361268,-10.43756242418416,-15.137425527556317,7.3641936096960685e-06,1.1397560057970242,3.7497972590722095,3.3160418681987163
2017-06-12,2.6662423548019213e-07,3.363670922112844e-05,2.9327920047928833e-05,1.0604271415681195e-06,-15.137425527556317,-10.299892551035496,-10.436970593005091,-13.756838767264874,7.690230800163968e-07,0.3683146363028388,1.2117551534363395,3.3160418681987163
2017-06-19,1.0604271415681195e-06,1.4750049044755203e-05,2.9217220181949264e-05,1.2409317475069985e-06,-13.756838767264874,-11.124264150115824,-10.440752290255233,-13.599648051234105,1.799329797362556e-06,0.5633842172574192,1.8535340747769091,3.3160418681987163
2017-06-26,1.2409317475069985e-06,3.707800786952727e-06,2.9059030966142303e-05,6.682487306484815e-08,-13.599648051234105,-12.505071636905445,-10.446181246347077,-16.52119047443916,2.073572115602986e-06,0.6047959335117645,1.9897786212537054,3.3160418681987163
2017-07-03,6.682487306484815e-08,6.58701999405043e-07,2.9001064144175224e-05,5.3115096642408185e-06,-16.52119047443916,-14.232994605924011,-10.4481780340243,-12.145634457234292,3.8789214053150263e-07,0.26158014754517794,0.8605986854236355,3.3160418681987163
2017-07-10,5.3115096642408185e-06,1.9199233565951995e-06,2.9359811388755766e-05,1.3210593459161356e-05,-12.145634457234292,-13.163225291161346,-10.435883778327295,-11.234491515445848,5.0567702926150855e-06,0.9444650759119159,3.107290099750203,3.3160418681987163
2017-07-17,1.3210593459161356e-05,4.957464935993509e-06,2.9817509484829467e-05,1.6879631514523403e-05,-11.234491515445848,-12.214616049498602,-10.42041477039757,-10.989402898743064,8.437324885441706e-06,1.2199770939619796,4.013724639134913,3.3160418681987163
2017-07-24,1.6879631514523403e-05,8.86713987774761e-06,2.9424109854257864e-05,1.3963042489996256e-05,-10.989402898743064,-11.633158262598057,-10.433696156617643,-11.179096540966789,9.525812949414245e-06,1.2962844611722664,4.264775877256756,3.3160418681987163
2017-07-31,1.3963042489996256e-05,1.2341194281980461e-05,2.6964605126726594e-05,6.9639614802474986e-06,-11.179096540966789,-11.302567762810202,-10.520985473201216,-11.874762067341937,8.216936245777319e-06,1.2039383513100324,3.9609571758100066,3.3160418681987163
2017-08-07,6.9639614802474986e-06,1.275430723598213e-05,2.169036782210767e-05,2.1869288257171473e-06,-11.874762067341937,-11.269641520979016,-10.738642275126924,-13.033012361052924,5.122801890809885e-06,0.9506115155724044,3.1275118862332105,3.3160418681987163
2017-08-14,2.1869288257171473e-06,9.998391077621079e-06,1.5033129852349244e-05,2.528576943688024e-07,-13.033012361052924,-11.513086370152665,-11.105254135535803,-15.19043897931667,2.3552704307815355e-06,0.6445693942391796,2.120633307046901,3.3160418681987163
2017-08-21,2.528576943688024e-07,5.8416976225824296e-06,9.159729071372918e-06,8.563950005542729e-08,-15.19043897931667,-12.05048911456758,-11.60069395707669,-16.273119210988032,5.837867853643333e-07,0.3209049531220551,1.0557772957715612,3.3160418681987163
2017-08-28,8.563950005542729e-08,2.372346875097222e-06,5.673245588398958e-06,8.216292676434448e-07,-16.273119210988032,-12.951630850127009,-12.079749189811407,-14.01197655622622,2.790743822699952e-07,0.2218754628894938,0.7299702729064347,3.3160418681987163
2017-09-04,8.216292676434448e-07,8.367638219462088e-07,4.793123222582639e-06,1.4861311941983558e-06,-14.01197655622622,-13.993723978382253,-12.248328329253772,-13.419334328756635,1.063938555689281e-06,0.4332190683979517,1.4252907350292612,3.3160418681987163
2017-09-11,1.4861311941983558e-06,6.61564414066511e-07,4.886931450176345e-06,1.1761133912353242e-06,-13.419334328756635,-14.228658482370191,-12.228945966748986,-13.653295292017583,1.534390334736999e-06,0.5202561436904005,1.7116427127414178,3.3160418681987163
2017-09-18,1.1761133912353242e-06,8.923783382831414e-07,4.895830392458436e-06,2.420956742095171e-07,-13.653295292017583,-13.92937564823358,-12.227126655417527,-15.233932840945933,1.3213290346987895e-06,0.4827861242008375,1.5883663486207553,3.3160418681987163
2017-09-25,2.420956742095171e-07,9.314923818216639e-07,4.818996848358631e-06,3.121722717294392e-07,-15.233932840945933,-13.886477825336854,-12.242944774309482,-14.979710648538324,5.130278320784431e-07,0.3008290371267996,0.9897275321471707,3.3160418681987163
2017-10-02,3.121722717294392e-07,8.041281328431624e-07,4.837869725178984e-06,3.160471739407698e-06,-14.979710648538324,-14.033507211257454,-12.239036073551352,-12.664789256884605,6.005837488915313e-07,0.32548882208835705,1.0708582246706948,3.3160418681987163
2017-10-09,3.160471739407698e-06,1.222713269145498e-06,4.67240526942259e-06,5.790894794303711e-06,-12.664789256884605,-13.614438177523839,-12.273836571889076,-12.059223736989132,2.323399314830225e-06,0.6401934388417705,2.106236413789425,3.3160418681987163
2017-10-16,5.790894794303711e-06,2.376408619912595e-06,4.101659218279694e-06,5.4059740021353685e-06,-12.059223736989132,-12.94992019317272,-12.404118978732575,-12.128005919197541,3.1422783585287968e-06,0.7445118551403193,2.4494440034116503,3.3160418681987163
2017-10-23,5.4059740021353685e-06,3.6673782018940575e-06,3.21907017886523e-06,2.371749238740569e-06,-12.128005919197541,-12.516033537598245,-12.646418004435972,-12.951882799642984,2.7855211874681235e-06,0.7009749906161966,2.3062077191272867,3.3160418681987163
2017-10-30,2.371749238740569e-06,4.18227244364684e-06,2.3274322364609464e-06,2.0580343837788992e-08,-12.951882799642984,-12.384655812344533,-12.970744942521511,-17.698929399304514,1.5588694608390543e-06,0.5243897147084496,1.7252421613907993,3.3160418681987163
2017-11-06,2.0580343837788992e-08,3.397299594754363e-06,1.793325995198661e-06,1.0163839595435354e-06,-17.698929399304514,-12.59252967875229,-13.231438564363721,-13.799259367262541,8.703605786306201e-08,0.12390787144908968,0.4076568970675051,3.3160418681987163
2017-11-13,1.0163839595435354e-06,2.2036718860643187e-06,1.7032840824160756e-06,2.0497964544964823e-06,-13.799259367262541,-13.025385549777779,-13.282952357267634,-13.097770060233104,8.873985551769028e-07,0.39564770330839233,1.3016809438846109,3.3160418681987163
2017-11-20,2.0497964544964823e-06,1.3646274991545974e-06,1.8415101408874354e-06,1.2544662881670232e-06,-13.097770060233104,-13.504629060962039,-13.204924594213876,-13.588800344225586,1.3989681701770318e-06,0.4967675363982921,1.634365194750381,3.3160418681987163
2017-11-27,1.2544662881670232e-06,1.085306761511211e-06,1.931419893819097e-06,7.739839625110092e-09,-13.588800344225586,-13.733647881428885,-13.157255129260005,-18.676884869829458,1.0665748624188414e-06,0.4337554676666147,1.4270554886231623,3.3160418681987163
2017-12-04,7.739839625110092e-09,1.0820966354580413e-06,1.8688130147407633e-06,1.1113178806114006e-06,-18.676884869829458,-13.736610069644467,-13.190207080113314,-13.709963967069259,5.12466187044524e-08,0.09507840732503571,0.3128079600993675,3.3160418681987163
2017-12-11,1.1113178806114006e-06,1.1058301157250074e-06,1.8399812213879205e-06,2.4577614380814317e-06,-13.709963967069259,-13.71491426908081,-13.205755192162894,-12.916259606827008,9.791153429255485e-07,0.4155910808620257,1.3672946560360646,3.3160418681987163
2017-12-18,2.4577614380814317e-06,1.2078213616212449e-06,1.938569532683775e-06,1.9883083322556276e-06,-12.916259606827008,-13.626692348839507,-13.153560211155128,-13.12822636504808,1.586729959447245e-06,0.5290549733690195,1.7405908623840742,3.3160418681987163
2017-12-25,1.9883083322556276e-06,1.3912818726433959e-06,2.0728935833027065e-06,3.422434902885167e-07,-13.12822636504808,-13.485285025261735,-13.086565060462787,-14.887743393299088,1.4164569592543269e-06,0.4998629888404055,1.644549233284934,3.3160418681987163
2018-01-01,3.422434902885167e-07,1.4749077853092475e-06,2.0752067539610972e-06,5.164562789515985e-07,-14.887743393299088,-13.426915088561259,-13.085449768782214,-14.476275200659652,4.963814164436562e-07,0.2959082321610214,0.9735380838097605,3.3160418681987163
2018-01-08,5.164562789515985e-07,1.3261923848942972e-06,1.871820949310628e-06,3.0838064638570545e-06,-14.476275200659652,-13.53319859007737,-13.18859883121909,-12.689345859142527,6.193921283773347e-07,0.3305461714280803,1.0874969039983842,3.3160418681987163
2018-01-15,3.0838064638570545e-06,1.4827036413382027e-06,1.663583385430116e-06,5.487994710745582e-06,-12.689345859142527,-13.421643352042123,-13.306536616245754,-12.11294763132658,1.7313487167677146e-06,0.5526390446193834,1.8181824567977714,3.3160418681987163
2018-01-22,5.487994710745582e-06,2.3576252359606915e-06,1.6698926707078248e-06,6.133918926668816e-06,-12.11294763132658,-12.957855701491017,-13.302751202638184,-12.001676709400837,2.401485652626742e-06,0.6508625577826377,2.141337815104878,3.3160418681987163
2018-01-29,6.133918926668816e-06,3.805544095055766e-06,1.9592903390099973e-06,4.699783860370816e-06,-12.001676709400837,-12.479051582114987,-13.142928222219393,-12.267994037460848,2.6305882396538528e-06,0.6812017068937362,2.241153615680392,3.3160418681987163
2018-02-05,4.699783860370816e-06,4.851375990410571e-06,2.3192290710509993e-06,2.6982097338923093e-06,-12.267994037460848,-12.236248183889769,-12.9742757244697,-12.822922066397869,2.3268915991037038e-06,0.6406743931841613,2.1078187535758905,3.3160418681987163
2018-02-12,2.6982097338923093e-06,4.7549768079193844e-06,2.448600284462444e-06,1.1907156359514382e-06,-12.822922066397869,-12.256318739387988,-12.919994009133099,-13.64095605684506,1.6979983013558315e-06,0.5472905081939287,1.8005857719580254,3.3160418681987163
2018-02-19,1.1907156359514382e-06,3.6806570392208485e-06,2.3825171445743633e-06,2.7057387117559277e-07,-13.64095605684506,-12.512419278453851,-12.94735300540014,-15.12272068472034,1.0458208208539396e-06,0.429514601380017,1.413103038540256,3.3160418681987163
2018-02-26,2.7057387117559277e-07,2.2148207753475427e-06,2.3068331124980998e-06,4.3905186718916325e-09,-15.12272068472034,-13.020339071805209,-12.97963492100867,-19.243818468343637,4.37390235127725e-07,0.2777690362090971,0.9138601291279295,3.3160418681987163
2018-03-05,4.3905186718916325e-09,1.0409724399228116e-06,2.3065754724247748e-06,3.7363295844637294e-07,-19.243818468343637,-13.775355243299757,-12.979746612860302,-14.799991915943208,3.871856814705806e-08,0.08264354434038415,0.2718972608798639,3.3160418681987163
2018-03-12,3.7363295844637294e-07,4.598282460613275e-07,2.2498304784120805e-06,1.1397865042813973e-06,-14.799991915943208,-14.592412795313788,-13.004655687514331,-13.68466959004253,5.571803119527971e-07,0.3135069489317157,1.0314378619853446,3.3160418681987163
2018-03-19,1.1397865042813973e-06,4.470959631438173e-07,2.1484477911966936e-06,2.0548139392053136e-06,-13.68466959004253,-14.620492582725504,-13.050764934144514,-13.095325254647811,1.0698254405296343e-06,0.4344159385996645,1.4292284379928961,3.3160418681987163
2018-03-26,2.0548139392053136e-06,8.931559801512475e-07,2.1535636071159e-06,2.919808588486839e-06,-13.095325254647811,-13.928504601500684,-13.048386596266246,-12.743992495720772,1.482583829878891e-06,0.5113978760130281,1.6824990120828625,3.3160418681987163
2018-04-02,2.919808588486839e-06,1.6220104976049846e-06,2.351837845438848e-06,3.557370516156903e-06,-12.743992495720772,-13.331844130279059,-12.960313473570386,-12.546488905070834,1.8304025512383889e-06,0.568227956051488,1.8694699754093955,3.3160418681987163
2018-04-09,3.557370516156903e-06,2.4179448870326168e-06,2.5857543252238713e-06,3.7874430742987097e-06,-12.546488905070834,-12.932592598821914,-12.865493283974487,-12.483819417129865,2.0806236385615625e-06,0.6058234147358945,1.993159034481093,3.3160418681987163
2018-04-16,3.7874430742987097e-06,3.0798590295369446e-06,2.639880218334768e-06,3.558798179052322e-06,-12.483819417129865,-12.690626731657115,-12.844777013678273,-12.546087660250562,2.1526417743174075e-06,0.6162191241673619,2.0273609185106207,3.3160418681987163
2018-04-23,3.558798179052322e-06,3.4558550894986973e-06,2.491480485127594e-06,2.9173904327938624e-06,-12.546087660250562,-12.575440638023462,-12.90263345183536,-12.744821028660112,2.0344563454343425e-06,0.599064353249814,1.970921722191888,3.3160418681987163
2018-04-30,2.9173904327938624e-06,3.4552505505754528e-06,2.244055216367982e-06,2.0441196326726603e-06,-12.744821028660112,-12.575615585117681,-13.007225964381961,-13.10054335863073,1.7583918339607735e-06,0.5569383444427941,1.8323271532167926,3.3160418681987163
2018-05-07,2.0441196326726603e-06,3.076937829704392e-06,2.039773352698893e-06,1.3539569789964615e-06,-13.10054335863073,-12.691575666669442,-13.102671857898581,-13.512479157245988,1.393423983325232e-06,0.4957822008287217,1.6311234407264945,3.3160418681987163
2018-05-14,1.3539569789964615e-06,2.46856630587883e-06,1.9363692946299816e-06,9.059927389116808e-07,-13.512479157245988,-12.911873018810656,-13.154695835942155,-13.914234545381817,1.0842714703029998e-06,0.43733909882544136,1.4388456351357022,3.3160418681987163
2018-05-21,9.059927389116808e-07,1.80536494584367e-06,1.914467533319231e-06,6.306444982776533e-07,-13.914234545381817,-13.224747800553303,-13.16607102448091,-14.276523527343036,8.608588204185984e-07,0.3896864071556009,1.282068279541927,3.3160418681987163
2018-05-28,6.306444982776533e-07,1.2336784622146176e-06,1.9421652738655435e-06,4.761564107665777e-07,-14.276523527343036,-13.605510231900432,-13.151707086739256,-14.557519442642759,7.062133668561941e-07,0.3529533084041466,1.1612163846496424,3.3160418681987163
2018-06-04,4.761564107665777e-07,8.416876567380969e-07,1.9784549578728274e-06,4.024785697030018e-07,-14.557519442642759,-13.987856845517296,-13.133194342175969,-14.725623984479158,6.087567424682223e-07,0.3276960319738315,1.0781199451939056,3.3160418681987163
2018-06-11,4.024785697030018e-07,6.03818054414732e-07,1.980673851046414e-06,3.8581964369298335e-07,-14.725623984479158,-14.319992918804491,-13.132073442345224,-14.767895820992917,5.576213683538215e-07,0.31363100831648344,1.0318460173612305,3.3160418681987163
2018-06-18,3.8581964369298335e-07,4.737747806100576e-07,1.9226764002319203e-06,4.2220365315589183e-07,-14.767895820992917,-14.562533774561436,-13.161792384128612,-14.6777780489029,5.442623653330491e-07,0.30985138573959914,1.0194110590832812,3.3160418681987163
2018-06-25,4.2220365315589183e-07,4.2166456932961724e-07,1.7970909936127345e-06,5.185135879898477e-07,-14.6777780489029,-14.679055698387126,-13.229341315043754,-14.472299603275276,5.664649650258336e-07,0.31610824068751675,1.03999611186193,3.3160418681987163
2018-07-02,5.185135879898477e-07,4.322538636354348e-07,1.6123759935745042e-06,6.018244929500303e-07,-14.472299603275276,-14.654252773995116,-13.337801694443296,-14.32329997409374,6.214999336539976e-07,0.3311081217617067,1.0893457205960149,3.3160418681987163
2018-07-09,6.018244929500303e-07,4.820903444471919e-07,1.385026299481668e-06,4.483818373943764e-07,-14.32329997409374,-14.545134303847426,-13.489791429709829,-14.617620651933676,6.498410149511728e-07,0.33857341159250365,1.113906524139337,3.3160418681987163
2018-07-16,4.483818373943764e-07,4.977308928725401e-07,1.1281754351044114e-06,1.4304171057495204e-07,-14.617620651933676,-14.51320628173531,-13.694908889406733,-15.760129566875205,5.161217772438775e-07,0.30173478670153364,0.9927074482480457,3.3160418681987163
2018-07-23,1.4304171057495204e-07,4.279404072273052e-07,8.654249375292292e-07,9.63914639630908e-09,-15.760129566875205,-14.664281886508991,-13.96004519338265,-18.45743328034529,2.45210058017753e-07,0.2079784946438733,0.6842492473783431,3.3160418681987163
2018-07-30,9.63914639630908e-09,3.0072179682892054e-07,6.417517616524942e-07,5.33937624850333e-07,-18.45743328034529,-15.01708026261882,-14.259064272122973,-14.442986812205111,4.612010409965169e-08,0.09019748534842065,0.29674972679630396,3.3160418681987163
2018-08-06,5.33937624850333e-07,2.837500798039962e-07,5.255839148969307e-07,1.5218611748788388e-06,-14.442986812205111,-15.075171986903275,-14.458755973560644,-13.395576514985244,4.776520977065852e-07,0.29027199319852,0.9549948576231307,3.3160418681987163
2018-08-13,1.5218611748788388e-06,5.521199141751118e-07,5.384996222724982e-07,2.0861722288229582e-06,-13.395576514985244,-14.409500578437124,-14.434479041794043,-13.08017964064102,8.75164211181943e-07,0.3929108892007127,1.292676825470345,3.3160418681987163
2018-08-20,2.0861722288229582e-06,1.0379025437371133e-06,6.292826599579811e-07,1.8491466332809389e-06,-13.08017964064102,-13.77830866612827,-14.278685301285478,-13.20078630460367,1.0753610418134861e-06,0.43553838840669257,1.4329212978580186,3.3160418681987163
2018-08-27,1.8491466332809389e-06,1.4977794154582707e-06,7.230135934197721e-07,9.610738895058515e-07,-13.20078630460367,-13.411526936410073,-14.139837813553918,-13.855214542788415,1.024629818311576e-06,0.425140800147624,1.398713232485683,3.3160418681987163
2018-09-03,9.610738895058515e-07,1.6045634816221504e-06,7.603149379381778e-07,2.2204587040042017e-07,-13.855214542788415,-13.342658812441146,-14.089533097478778,-15.320381852992496,7.017334697114332e-07,0.35183203955452497,1.157527410134387,3.3160418681987163
2018-09-10,2.2204587040042017e-07,1.2796096555025459e-06,7.46435499530287e-07,1.5927736510837984e-08,-15.320381852992496,-13.568955483180115,-14.107956627544416,-17.955203812835283,2.944772198799939e-07,0.22791617228014105,0.7498442068016641,3.3160418681987163
2018-09-17,1.5927736510837984e-08,7.620485324245157e-07,7.179822759008912e-07,5.788514521515076e-10,-17.955203812835283,-14.08725559244212,-14.146820953577679,-21.269975230596348,6.193826504739785e-08,0.10452707761322412,0.34389408534750737,3.3160418681987163
2018-09-24,5.788514521515076e-10,2.9990658696731887e-07,6.855495988467574e-07,4.267281172228974e-10,-21.269975230596348,-15.019794787553627,-14.193044986299258,-21.574874033312398,8.80706532009024e-09,0.03941530568781522,0.12967635571291208,3.3160418681987163
2018-10-01,4.267281172228974e-10,5.974479662016173e-08,6.4569676347194e-07,3.4903371076518634e-08,-21.574874033312398,-16.63318373578202,-14.252935849759664,-17.17068241995239,7.66388738875042e-09,0.036768325164135154,0.12096778979000467,3.3160418681987163
2018-10-08,3.4903371076518634e-08,1.2959171789186356e-08,6.020874464047468e-07,3.250252852726325e-08,-17.17068241995239,-18.161462053219676,-14.322863142378225,-17.241947949798178,1.0920930258188815e-07,0.138796689353331,0.456641107972459,3.3160418681987163
2018-10-15,3.250252852726325e-08,1.7102869793292673e-08,5.700967303380458e-07,5.2761184732953e-09,-17.241947949798178,-17.884019563349536,-14.377459788168181,-19.06007514720788,1.0215156864065908e-07,0.13423686791717193,0.44163929544749564,3.3160418681987163
2018-10-22,5.2761184732953e-09,1.827718654857862e-08,5.594993770994569e-07,3.271008968724153e-07,-19.06007514720788,-17.817612191486653,-14.396223422511483,-14.932997160515232,3.43803029476434e-08,0.07787609029711427,0.25621233707750596,3.3160418681987163
2018-10-29,3.271008968724153e-07,9.994572873737672e-08,5.83919511751465e-07,1.6935002976441218e-06,-14.932997160515232,-16.118638510906354,-14.353502685959938,-13.288712988931811,3.809871343414427e-07,0.25924145212104965,0.8529043774782533,3.3160418681987163
2018-11-05,1.6935002976441218e-06,5.145949603792775e-07,6.731166404279102e-07,3.996530983616635e-06,-13.288712988931811,-14.479885730424456,-14.211347208161477,-12.430083827222628,9.916963002116688e-07,0.41825258798642045,1.3760510144753233,3.3160418681987163
2018-11-12,3.996530983616635e-06,1.5056020741516203e-06,8.634758564846638e-07,5.996924784323251e-06,-12.430083827222628,-13.40631769049163,-13.962299899814651,-12.02426375607379,1.6980898251181896e-06,0.5473052577409143,1.8006342979676082,3.3160418681987163
2018-11-19,5.996924784323251e-06,3.003514240614109e-06,1.1643029761385327e-06,6.997222010279353e-06,-12.02426375607379,-12.71572754132763,-13.663387953745467,-11.869997343351393,2.281724665833111e-06,0.6344259066691403,2.0872612329414717,3.3160418681987163
2018-11-26,6.997222010279353e-06,4.6710445189658435e-06,1.56030877436918e-06,6.710572452658286e-06,-11.869997343351393,-12.274127845561475,-13.370626824000903,-11.911826297257772,2.659289672928005e-06,0.684907802776768,2.2533466711355667,3.3160418681987163
2018-12-03,6.710572452658286e-06,5.925312557719385e-06,2.002577894611675e-06,5.239108006284226e-06,-11.911826297257772,-12.036277119976734,-13.121075260077946,-12.159359301930074,2.746883506224319e-06,0.6960964376420625,2.290157279842386,3.3160418681987163
2018-12-10,5.239108006284226e-06,6.235956813386283e-06,2.388505751218121e-06,3.0479086612182436e-06,-12.159359301930074,-11.98517853216375,-12.944842596240658,-12.701054887380803,2.4790596581334484e-06,0.661291254814957,2.1756482283412084,3.3160418681987163
2018-12-17,3.0479086612182436e-06,5.498702782610031e-06,2.6217350531186916e-06,9.272510193898223e-07,-12.701054887380803,-12.110998351251919,-12.851674225356685,-13.891041521208404,1.8491834756604118e-06,0.5711356801203167,1.8790363875958418,3.3160418681987163
2018-12-24,9.272510193898223e-07,3.981210034887648e-06,2.6930175275754344e-06,3.572925677270506e-09,-13.891041521208404,-12.433924756009095,-12.824848235587321,-19.44988105933321,9.282328232048632e-07,0.4046483288156988,1.331293001803649,3.3160418681987163
2018-12-31,3.572925677270506e-09,2.304460153142394e-06,2.6932595427723616e-06,1.5153517551054367e-06,-19.44988105933321,-12.980664115826032,-12.824758371960208,-13.399862964365168,3.4673992144064754e-08,0.07820800607490913,0.257304339986451,3.3160418681987163
2019-01-07,1.5153517551054367e-06,1.373521090347697e-06,2.8071401876976633e-06,3.9125751791882195e-06,-13.399862964365168,-13.498132976343172,-12.783344319652167,-12.451314787154631,1.3061109157235018e-06,0.4799978807595151,1.5791930276988047,3.3160418681987163
2019-01-14,3.9125751791882195e-06,1.5896877198401909e-06,3.105607314671583e-06,4.329374641053867e-06,-12.451314787154631,-13.351972963637886,-12.682301269217726,-12.350087451079002,2.346108579242852e-06,0.6433145058044619,2.11650472409668,3.3160418681987163
2019-01-21,4.329374641053867e-06,2.440218625256202e-06,3.4382302779470116e-06,2.353245859130169e-06,-12.350087451079002,-12.923422922158213,-12.580553673041043,-12.959714966159355,2.5203204136075273e-06,0.6667717157771225,2.193678944906733,3.3160418681987163
2019-01-28,2.353245859130169e-06,3.027636858619427e-06,3.5940875827360696e-06,1.2224066861396434e-07,-12.959714966159355,-12.707728157381704,-12.536220400746778,-15.917274041860859,1.7605680410138631e-06,0.557282874700852,1.8334606577658032,3.3160418681987163
2019-02-04,1.2224066861396434e-07,2.679359086996559e-06,3.473221457426057e-06,8.83568000625204e-07,-15.917274041860859,-12.829932938684703,-12.570428020780025,-13.939297580830774,3.016532206491976e-07,0.2306764576685676,0.7589255457295874,3.3160418681987163
2019-02-11,8.83568000625204e-07,1.9221072923558046e-06,3.2337627664267162e-06,2.8523554784890904e-06,-13.939297580830774,-13.162088425688177,-12.641864155583315,-12.767365421352903,9.717716989591225e-07,0.41402962176200536,1.3621574555969977,3.3160418681987163
2019-02-18,2.8523554784890904e-06,1.5528525017146105e-06,2.991872819824089e-06,3.4545381288708515e-06,-12.767365421352903,-13.375416994667175,-12.719611005498766,-12.575821791628524,1.9265541332067305e-06,0.5829615331200397,1.9179434439649308,3.3160418681987163
2019-02-25,3.4545381288708515e-06,1.8281755691497812e-06,2.7193586751003585e-06,2.137433471983321e-06,-12.575821791628524,-13.212192045151625,-12.815114486670232,-13.055904760838194,2.0929895206785676e-06,0.6076210590883921,1.9990732844008101,3.3160418681987163
2019-03-04,2.137433471983321e-06,2.3319737699921203e-06,2.367578753509976e-06,6.602436166247186e-07,-13.055904760838194,-12.968795537398583,-12.953642748021274,-14.230656953934469,1.5032785470256124e-06,0.5149546928568746,1.6942009394991173,3.3160418681987163
2019-03-11,6.602436166247186e-07,2.276142673991999e-06,2.0153584158438598e-06,8.058282417063088e-08,-14.230656953934469,-12.993028357376668,-13.114713504515388,-16.333980309762744,7.168659188160105e-07,0.35560532628061725,1.1699415234632307,3.3160418681987163
2019-03-18,8.058282417063088e-08,1.5831995104123842e-06,1.7871025822248128e-06,1.063822323475492e-08,-16.333980309762744,-13.356062751897376,-13.23491491872007,-18.358812356191926,2.0133202753861717e-07,0.1884541579743256,0.6200141797355312,3.3160418681987163
2019-03-25,1.063822323475492e-08,7.2222453400336e-07,1.7165939055975e-06,1.2191926703015944e-07,-18.358812356191926,-14.140929757476297,-13.275168517943847,-15.919906756917884,6.143782100467301e-08,0.10410394625192802,0.34250198316884317,3.3160418681987163
2019-04-01,1.2191926703015944e-07,2.1834598276506957e-07,1.7256974703169527e-06,2.0214476106185667e-07,-15.919906756917884,-15.33718495532895,-13.269879258582025,-15.41428175728818,2.7409698274169785e-07,0.21988794363410538,0.7234313345562067,3.3160418681987163
2019-04-08,2.0214476106185667e-07,1.0382126887435408e-07,1.624681547698216e-06,1.4835146292775046e-07,-15.41428175728818,-16.080594984753837,-13.330198732034582,-15.723681628931944,3.7433954131654906e-07,0.2569698330315044,0.8454307506736495,3.3160418681987163
2019-04-15,1.4835146292775046e-07,1.2076342856363396e-07,1.3351258772166415e-06,2.273770820239381e-08,-15.723681628931944,-15.929432340960343,-13.52648498050717,-17.599241136359318,2.940765405920893e-07,0.22776106287169576,0.7493338968478791,3.3160418681987163
2019-04-22,2.273770820239381e-08,1.2378829980554368e-07,1.0038461131511434e-06,6.432542356822695e-08,-17.599241136359318,-15.904692990002676,-13.8116718221962,-16.559310893985252,8.928925474691655e-08,0.12550149217183068,0.41289990924532294,3.3160418681987163
2019-04-29,6.432542356822695e-08,1.0938983894006057e-07,8.277753104156096e-07,6.547850777893961e-07,-16.559310893985252,-16.02834783116189,-14.004524083619442,-14.238958780668487,1.5823879008479882e-07,0.16707280619825152,0.5496695323922475,3.3160418681987163
2019-05-06,6.547850777893961e-07,2.2254991812194544e-07,8.687402649675657e-07,1.7764926683892798e-06,-14.238958780668487,-15.318114409393196,-13.956221645922925,-13.240869548491155,6.212034360821649e-07,0.3310291318372054,1.0890858437444058,3.3160418681987163
2019-05-13,1.7764926683892798e-06,6.295852194873277e-07,9.374267778724947e-07,2.9607944932048896e-06,-13.240869548491155,-14.27820461615543,-13.880127185754763,-12.730052915777271,1.1054763836603126e-06,0.4415948755111173,1.452847140431576,3.3160418681987163
2019-05-20,2.9607944932048896e-06,1.3640994157379517e-06,9.457682405429407e-07,3.887745131689065e-06,-12.730052915777271,-13.505016115760638,-13.871268286764447,-12.457681226063853,1.4602875980209172e-06,0.5075379121709922,1.6697997310425643,3.3160418681987163
2019-05-27,3.887745131689065e-06,2.319954342768161e-06,9.790918561443418e-07,4.356966467964681e-06,-12.457681226063853,-12.973963052321016,-13.836640372316472,-12.343734506987875,1.700065312754304e-06,0.5476235213811211,1.8016813853438887,3.3160418681987163
2019-06-03,4.356966467964681e-06,3.2454996903119826e-06,1.1498251635275233e-06,4.522723890194656e-06,-12.343734506987875,-12.638241231893634,-13.675900658862306,-12.306396115054982,1.8753182584572722e-06,0.575157492163549,1.892268149218076,3.3160418681987163
