,RV_d,RV_w,RV_m,RV_next,logRV_d,logRV_w,logRV_m,logRV_next
2017-10-10,0.00916332993487124,0.0067090704498980885,0.00890769216441689,0.004843788269620381,-4.692545625436281,-5.00429485474672,-4.720840076162986,-5.330058143423978
2017-10-11,0.004843788269620381,0.006898338331352336,0.0082378051797709,0.00646042304392237,-5.330058143423978,-4.976474703427983,-4.799021320080462,-5.042060461177633
2017-10-12,0.00646042304392237,0.007349946755375415,0.0077371967340642885,0.005894556032048803,-5.042060461177633,-4.9130621963447005,-4.861715823120062,-5.133726043493685
2017-10-13,0.005894556032048803,0.008021731491493747,0.007801575844566602,0.005528117572472529,-5.133726043493685,-4.825600971244934,-4.853429521519561,-5.197907906116601
2017-10-16,0.005528117572472529,0.006378042970587065,0.007622068549638208,0.008158292089389672,-5.197907906116601,-5.054893957424431,-4.8767074697961394,-4.8087204224264095
2017-10-17,0.008158292089389672,0.006177035401490751,0.007748866312233215,0.010373062359033723,-4.8087204224264095,-5.086916814917116,-4.860208715704554,-4.568542981242011
2017-10-18,0.010373062359033723,0.00728289021937342,0.007568039352746887,0.005597852132212319,-4.568542981242011,-4.922227473673926,-4.883821234145344,-5.185372284769546
2017-10-19,0.005597852132212319,0.007110376037031409,0.007115417750547754,0.004089883423805498,-5.185372284769546,-4.946200134030215,-4.945491321048411,-5.499238787620105
2017-10-20,0.004089883423805498,0.006749441515382748,0.0069732447271068755,0.004307338667670719,-5.499238787620105,-4.9982955011664885,-4.965674620631554,-5.447435020867324
2017-10-23,0.004307338667670719,0.006505285734422386,0.006856646225918139,0.0012719640242288602,-5.447435020867324,-5.035140227257071,-4.982536830554953,-6.667193018684547
2017-10-24,0.0012719640242288602,0.005128020121390224,0.006698544976077406,0.0014063409595103016,-6.667193018684547,-5.2730356160427165,-5.005864928990573,-6.566763940678409
2017-10-25,0.0014063409595103016,0.0033346758414855397,0.0064154455906799135,0.0066764347117523725,-6.566763940678409,-5.703379773305613,-5.049046806994326,-5.009171144723409
2017-10-26,0.0066764347117523725,0.0035503923573935504,0.00605335944863231,0.013080583613415141,-5.009171144723409,-5.640697130226701,-5.107141863765281,-4.336626307540928
2017-10-27,0.013080583613415141,0.005348532395315479,0.006375180557264271,0.006764699730652501,-4.336626307540928,-5.230933055642364,-5.055342849944776,-4.996037389274699
2017-10-30,0.006764699730652501,0.005840004607911835,0.006218172381818534,0.007958258943793003,-4.996037389274699,-5.14302367599304,-5.080279228615062,-4.833545016138373
2017-10-31,0.007958258943793003,0.0071772635918246645,0.006269787110616685,0.00781664541968406,-4.833545016138373,-4.936837069976782,-5.072012862613893,-4.851499778132527
2017-11-01,0.00781664541968406,0.008459324483859415,0.006392716684445776,0.04341272225880778,-4.851499778132527,-4.772485944974339,-5.0525959390633,-3.1370027389254584
2017-11-02,0.04341272225880778,0.015806581993270497,0.00805392343188684,0.044212642126624034,-3.1370027389254584,-4.147328837516304,-4.821595911024711,-3.1187445075685414
2017-11-03,0.044212642126624034,0.02203299369591228,0.009886432216626608,0.023293412411529834,-3.1187445075685414,-3.8152142310817396,-4.616591934866716,-3.7595846832117266
2017-11-06,0.023293412411529834,0.025338736232087745,0.010754206375159465,0.010480543502472652,-3.7595846832117266,-3.675420973837444,-4.532458300931516,-4.558234730969519
2017-11-07,0.010480543502472652,0.025843193143823672,0.011115338700205625,0.005371896928662787,-4.558234730969519,-3.655708030155456,-4.499429250680491,-5.2265741686614495
2017-11-08,0.005371896928662787,0.02535424344561942,0.010734672188917299,0.013516873064446747,-5.2265741686614495,-3.6748091647051817,-4.534276375465541,-4.303816509934491
2017-11-09,0.013516873064446747,0.01937507360674721,0.010932560512988914,0.008401786290398026,-4.303816509934491,-3.9437678995307515,-4.516009730399047,-4.779310930219402
2017-11-10,0.008401786290398026,0.01221290243950201,0.011094287695751532,0.003928120563659991,-4.779310930219402,-4.405262300887091,-4.501324916117919,-5.539594170107355
2017-11-13,0.003928120563659991,0.00833984406992804,0.01097918303755779,0.004327685306127282,-5.539594170107355,-4.786710747446949,-4.511754241154774,-5.442722428128086
2017-11-14,0.004327685306127282,0.007109272430658967,0.010907961640924993,0.0032097250778384376,-5.442722428128086,-4.946355356764678,-4.518262321437565,-5.741569959885882
2017-11-15,0.0032097250778384376,0.006676838060494098,0.01080258016389617,0.015342339301157372,-5.741569959885882,-5.009110732756592,-4.527970260063487,-4.177138991335578
2017-11-16,0.015342339301157372,0.007041931307836221,0.011129127764431064,0.017388992243345766,-4.177138991335578,-4.955872798734627,-4.498189475755829,-4.051917896898263
2017-11-17,0.017388992243345766,0.00883937249842577,0.01144803366826343,0.011556890483622542,-4.051917896898263,-4.728539377880049,-4.469937287023792,-4.46047343257518
2017-11-20,0.011556890483622542,0.01036512648241828,0.011718899047872986,0.024233163765465984,-4.46047343257518,-4.56930832068288,-4.446552428607283,-3.7200331763071928
2017-11-21,0.024233163765465984,0.014346222174286018,0.012634502699766646,0.016820715690538616,-3.7200331763071928,-4.244268627581805,-4.371323889943822,-4.08514406942494
2017-11-22,0.016820715690538616,0.017068420296826054,0.01320329256444246,0.008503446479738669,-4.08514406942494,-4.070525283257461,-4.327289036219919,-4.767283717701399
2017-11-23,0.008503446479738669,0.015700641732542316,0.01353199631242018,0.02703835588293571,-4.767283717701399,-4.154053686409831,-4.302698293181935,-3.610498829103379
2017-11-24,0.02703835588293571,0.017630514460460305,0.014697087899848605,0.025610206562758725,-3.610498829103379,-4.038124096358444,-4.220105900069296,-3.6647643091914417
2017-11-27,0.025610206562758725,0.02044117767628754,0.015557713893076168,0.010217814500648736,-3.6647643091914417,-3.890203894157571,-4.163198686637119,-4.583622552625622
2017-11-28,0.010217814500648736,0.01763810782332409,0.015427588024314058,0.011127847306327066,-4.583622552625622,-4.037693494738854,-4.1715979356275925,-4.498304537042445
2017-11-29,0.011127847306327066,0.01649953414648178,0.015625912914117444,0.007399306873791457,-4.498304537042445,-4.104423125959958,-4.158824652163291,-4.906368935347997
2017-11-30,0.007399306873791457,0.01627870622529234,0.01560050600184465,0.004824889169968706,-4.906368935347997,-4.11789738561356,-4.160451922826951,-5.333967493683809
2017-12-01,0.004824889169968706,0.011836012882698938,0.015464517081403041,0.015246143796015592,-5.333967493683809,-4.436608447562472,-4.1692070934163254,-4.18342866718068
2017-12-04,0.015246143796015592,0.009763200329350312,0.014184218060367033,0.03678594528840859,-4.18342866718068,-4.629135019465532,-4.255625329591976,-3.3026394255500535
2017-12-05,0.03678594528840859,0.015076826486902284,0.01384664093135724,0.009154994432627054,-3.3026394255500535,-4.194596377081954,-4.279712600574439,-4.6934556980566
2017-12-06,0.009154994432627054,0.014682255912162278,0.013203985568679842,0.01500649738525899,-4.6934556980566,-4.221115588300615,-4.32723655036895,-4.199272005985166
2017-12-07,0.01500649738525899,0.01620369401445579,0.013409710745170129,0.009049876833030024,-4.199272005985166,-4.122516030982558,-4.311776144548161,-4.705004119922982
2017-12-08,0.009049876833030024,0.017048691547068052,0.013576891649914095,0.008554102825629857,-4.705004119922982,-4.07168181443933,-4.29938606744475,-4.761344236793666
2017-12-11,0.008554102825629857,0.015710283352990902,0.013351311184513328,0.007585763888817438,-4.761344236793666,-4.1534397840390005,-4.316140675400446,-4.881481947612867
2017-12-12,0.007585763888817438,0.009870247073072673,0.013314219257168754,0.0051835784804803225,-4.881481947612867,-4.618230382985808,-4.318922690261959,-5.262259615582182
2017-12-13,0.0051835784804803225,0.009075963882643326,0.013371285526115132,0.00781462316405016,-5.262259615582182,-4.702125680489854,-4.3146457349656835,-4.851758523046093
2017-12-14,0.00781462316405016,0.00763758903840156,0.013529782701475264,0.004960769632593713,-4.851758523046093,-4.87467328340339,-4.302861890034334,-5.306194362262791
2017-12-15,0.004960769632593713,0.006819767598314298,0.013609375635782323,0.008096226564869462,-5.306194362262791,-4.9879298695376315,-4.296996331424935,-4.816357169685973
2017-12-18,0.008096226564869462,0.006728192346162218,0.013280006875041965,0.007707791064988772,-4.816357169685973,-5.001448752950918,-4.3214956097049235,-4.8655236220782125
2017-12-19,0.007707791064988772,0.006752597781396486,0.012839952276025735,0.006680600788068265,-4.8655236220782125,-4.997827976823669,-4.355193689759464,-5.008547342175506
2017-12-20,0.006680600788068265,0.007052002242914074,0.012618302744409633,0.004276248791090403,-5.008547342175506,-4.954443682212582,-4.3726069123380515,-5.4546790809907275
2017-12-21,0.004276248791090403,0.006344327368322122,0.01171117024557438,0.004294308272368052,-5.4546790809907275,-5.060194177393807,-4.447212162252639,-5.4504647673933295
2017-12-22,0.004294308272368052,0.006211035096276991,0.01114178809020299,0.009300954990193525,-5.4504647673933295,-5.081427698656095,-4.4970525375980435,-4.677638186225721
2017-12-25,0.009300954990193525,0.006451980781341804,0.011178038477041847,0.010594277692288972,-4.677638186225721,-5.043368081937793,-4.49380426698279,-4.547441254541419
2017-12-26,0.010594277692288972,0.007029278106801843,0.010430580377466995,0.004634357756621276,-4.547441254541419,-4.957671251716482,-4.56301335691917,-5.3742576318229665
2017-12-27,0.004634357756621276,0.006620029500512446,0.009477132704460748,0.006149488140656854,-5.3742576318229665,-5.017655437666715,-4.658873455248301,-5.09138641352742
2017-12-28,0.006149488140656854,0.006994677370425735,0.00929220877900657,0.010086364846126803,-5.09138641352742,-4.962605780515899,-4.678578984881242,-4.596570772547071
2017-12-29,0.010086364846126803,0.008153088685177485,0.009244868667179286,0.003018913370182812,-4.596570772547071,-4.809358431482393,-4.683686609248744,-5.802858290416183
2018-01-01,0.003018913370182812,0.006896680361175344,0.009045759871560711,0.007182204923847791,-5.802858290416183,-4.976715075724374,-4.70545914248583,-4.936148836684032
2018-01-02,0.007182204923847791,0.006214265807487107,0.009152910587646125,0.004396781761617162,-4.936148836684032,-5.080907677248817,-4.693683342340843,-5.426882400744805
2018-01-03,0.004396781761617162,0.006166750608486284,0.00865975776790074,0.0075905274944854445,-5.426882400744805,-5.0885832072556525,-4.749068516625381,-4.880854178200518
2018-01-04,0.0075905274944854445,0.006454958479252001,0.007332693322722416,0.004027087311907553,-4.880854178200518,-5.042906671551214,-4.915412378637206,-5.514711890890107
2018-01-05,0.004027087311907553,0.005243102972408153,0.007099606635416985,0.0015686989232273575,-5.514711890890107,-5.250841766533261,-4.947715885846805,-6.457508650766035
2018-01-08,0.0015686989232273575,0.0049530600830170616,0.0064887976144155455,0.0013188659637276892,-6.457508650766035,-5.3077496746287265,-5.037678017443508,-6.630982954202964
2018-01-09,0.0013188659637276892,0.0037803922909930413,0.0061373880294472586,0.0030675610707422297,-6.630982954202964,-5.577927467597213,-5.093356013408921,-5.786872440015779
2018-01-10,0.0030675610707422297,0.003514548152818055,0.005887999767861457,0.004081705326829631,-5.786872440015779,-5.650844281803056,-5.13483891999757,-5.501240381130413
2018-01-11,0.004081705326829631,0.0028127837192868923,0.005728724378680192,0.0021054785855491825,-5.501240381130413,-5.873580603018797,-5.162262377105227,-6.163212433638807
2018-01-12,0.0021054785855491825,0.002428461974015218,0.0055888107470924145,0.004026809796432444,-6.163212433638807,-6.020497113341715,-5.186988743051077,-5.5147808054701155
2018-01-15,0.004026809796432444,0.0029200841486562356,0.0054166374122007,0.0013157695921362932,-5.5147808054701155,-5.836142810838633,-5.218280041251933,-6.6333334673698054
2018-01-16,0.0013157695921362932,0.002919464874337956,0.005250955592179907,0.002427697788506344,-6.6333334673698054,-5.836354907456695,-5.24934518233956,-6.020811841654242
2018-01-17,0.002427697788506344,0.002791492217890779,0.004993295193254311,0.001374343269608117,-6.020811841654242,-5.88117894518226,-5.299659207763561,-6.5897792113025355
2018-01-18,0.001374343269608117,0.0022500198064464762,0.004705411202555191,0.0015059448949465695,-6.5897792113025355,-6.096816215495401,-5.359042091581653,-6.4983346742113115
2018-01-19,0.0015059448949465695,0.0021301130683259533,0.004470199571049659,0.0022507863699807234,-6.4983346742113115,-6.151580170002726,-5.41032220221567,-6.096475581627801
2018-01-22,0.0022507863699807234,0.0017749083830356095,0.004378133097362856,0.0013942907215069719,-6.096475581627801,-6.3340064162371394,-5.431132856095107,-6.575369364653092
2018-01-23,0.0013942907215069719,0.0017906126089097453,0.004246314117778261,0.0015841393601877395,-6.575369364653092,-6.325197422218902,-5.46170391519418,-6.447713946417649
2018-01-24,0.0015841393601877395,0.0016219009232460242,0.0038955497709598163,0.00354411736764342,-6.447713946417649,-6.424156346577417,-5.547920436077948,-5.642466101291023
2018-01-25,0.00354411736764342,0.0020558557428530847,0.0035750879380213817,0.0019260128765342145,-5.642466101291023,-6.187063049191244,-5.6337654771194146,-6.252303228072195
2018-01-26,0.0019260128765342145,0.0021398693391706134,0.0034519813525628797,0.0035035769144551436,-6.252303228072195,-6.147010461542904,-5.668806878729365,-5.653970828247396
2018-01-29,0.0035035769144551436,0.0023904274480654976,0.0033317126604628018,0.0013984798976208438,-5.653970828247396,-6.036283038633724,-5.704268764737218,-6.57236934816259
2018-01-30,0.0013984798976208438,0.0023912652832882722,0.002936808799167076,0.002595775045477874,-6.57236934816259,-6.035932604072837,-5.830431695560459,-5.9538700996551865
2018-01-31,0.002595775045477874,0.002593592420346299,0.0029175752389532152,0.005672085833654581,-5.9538700996551865,-5.954711290875709,-5.837002371016763,-5.172198339363803
2018-02-01,0.005672085833654581,0.003019186113548531,0.0028489334621262514,0.0008259469283697604,-5.172198339363803,-5.802767949620174,-5.86081054345528,-7.098979916802685
2018-02-02,0.0008259469283697604,0.00279917292391564,0.002686622787887733,0.001081424127064638,-7.098979916802685,-5.878431254026524,-5.919470306095341,-6.8294763778415435
2018-02-05,0.001081424127064638,0.0023147423664375394,0.002390754453004969,0.0023023082613420364,-6.8294763778415435,-6.068456843231525,-6.036146250311059,-6.073843023986176
2018-02-06,0.0023023082613420364,0.002495508039181778,0.002312355405251991,0.0018743817573502882,-6.073843023986176,-5.993262907516439,-6.069488574745269,-6.279476349994715
2018-02-07,0.0018743817573502882,0.002351229381556261,0.002326250079530306,0.0023972378975198752,-6.279476349994715,-6.052816903997952,-6.063497672831973,-6.033438038713327
2018-02-08,0.0023972378975198752,0.0016962597943293196,0.0023752669856117693,0.0013408040796539726,-6.033438038713327,-6.379329513771444,-6.042645390718666,-6.614485710957624
2018-02-09,0.0013408040796539726,0.0017992312245861618,0.002296778031471394,0.0016317702333843841,-6.614485710957624,-6.320395747184953,-6.076247950505694,-6.41808975943611
2018-02-12,0.0016317702333843841,0.0019093004458501112,0.002185417345405701,0.0015168277170849087,-6.41808975943611,-6.2610183103547215,-6.125948418153487,-6.491134087308824
2018-02-13,0.0015168277170849087,0.0017522043369986857,0.002158660487748234,0.0031632909125763153,-6.491134087308824,-6.34688060549079,-6.138267347891216,-5.756142333650153
2018-02-14,0.0031632909125763153,0.002009986168043891,0.002119409629391137,0.0026183718247977687,-5.756142333650153,-6.209627388753449,-6.156617658599397,-5.945202557108783
2018-02-15,0.0026183718247977687,0.00205421295349947,0.00217861882178484,0.0025376754747737226,-5.945202557108783,-6.187862446711104,-6.129064125058116,-5.9765067449788365
2018-02-16,0.0025376754747737226,0.00229358723252342,0.0021836178075242667,0.0016522259165208395,-5.9765067449788365,-6.077638166377134,-6.126772187172426,-6.405631799366915
2018-02-19,0.0016522259165208395,0.002297678369150711,0.0021962488369293904,0.0013373071411523741,-6.405631799366915,-6.075856027033952,-6.121004402502064,-6.617097208344799
2018-02-20,0.0013373071411523741,0.002261774253964204,0.0021885834844841997,0.001282719739825991,-6.617097208344799,-6.091605661363901,-6.124500709472192,-6.658772580540235
2018-02-21,0.001282719739825991,0.001885660019414139,0.0021445804558408027,0.0019260192502381546,-6.658772580540235,-6.273477323410791,-6.144811290786148,-6.252299918804048
2018-02-22,0.0019260192502381546,0.0017471895045022164,0.002168749934419493,0.001337554366850685,-6.252299918804048,-6.349746722235523,-6.133604298398446,-6.616912357144249
2018-02-23,0.001337554366850685,0.0015071652829176088,0.0021575415256314453,0.0017011971845918366,-6.616912357144249,-6.497524622215382,-6.138785841736749,-6.37642299075828
2018-02-26,0.0017011971845918366,0.0015169595365318081,0.0020737724264018277,0.00538003874696655,-6.37642299075828,-6.491047186397671,-6.178385853877592,-5.22505968420876
2018-02-27,0.00538003874696655,0.002325505857694644,0.00223077360233057,0.005375041221609,-5.22505968420876,-6.063817647405041,-6.105406801966194,-5.225989017256752
2018-02-28,0.005375041221609,0.0031439701540512456,0.0023158401617466543,0.002836577184007469,-5.225989017256752,-5.762268865639563,-6.067982693262019,-5.865157135312005
2018-03-01,0.002836577184007469,0.0033260817408051076,0.0023812082202187734,0.005302704050568724,-5.865157135312005,-5.705960292138575,-6.040147222562648,-5.239538371452104
2018-03-02,0.005302704050568724,0.004119111677548716,0.0025042504477229034,0.002940817086846828,-5.239538371452104,-5.492117726836742,-5.989765771755082,-5.829067781543995
2018-03-05,0.002940817086846828,0.004367035657999714,0.0023801018683225514,0.0008624928096939481,-5.829067781543995,-5.433670816282396,-6.0406119483835194,-7.0556836297372465
2018-03-06,0.0008624928096939481,0.0034635264705451937,0.002381763044746378,0.0010323254822712333,-7.0556836297372465,-5.665467968942996,-6.039914248447983,-6.875941174981298
2018-03-07,0.0010323254822712333,0.0025949833226776406,0.002379531288164859,0.0005506851337798843,-6.875941174981298,-5.954175150562863,-6.040851706414314,-7.504347175601933
2018-03-08,0.0005506851337798843,0.0021378049126321236,0.0022999120550938525,0.0011006453515846214,-7.504347175601933,-6.147975671365215,-6.0748843502138765,-6.811858497094623
2018-03-09,0.0011006453515846214,0.001297393172835303,0.00226474221846814,0.0013171760338531874,-6.811858497094623,-6.647398202311061,-6.0902942931997925,-6.632265126474386
2018-03-12,0.0013171760338531874,0.000972664962236575,0.002215648497392382,0.003485085806565689,-6.632265126474386,-6.9354707670678994,-6.112210097855416,-5.659262584695936
2018-03-13,0.003485085806565689,0.0014971835616109232,0.0023131158486156414,0.002744332814573216,-5.659262584695936,-6.50416949462317,-6.069159767886083,-5.898217251924805
2018-03-14,0.002744332814573216,0.0018395850280713197,0.0023636868750333156,0.0018371795418363676,-5.898217251924805,-6.298215206658581,-6.047532601474175,-6.299523686655912
2018-03-15,0.0018371795418363676,0.0020968839096826165,0.002378248321612927,0.003026565906551485,-6.299523686655912,-6.167302841094476,-6.041391019553771,-5.800326633337403
2018-03-16,0.003026565906551485,0.002482068020675989,0.0023720335486117987,0.0006353422468647859,-5.800326633337403,-5.998663146695616,-6.044007612191879,-7.361346575428443
2018-03-19,0.0006353422468647859,0.002345701263278309,0.002281895840523936,0.0016688039781330728,-7.361346575428443,-6.055170832983997,-6.082748628702945,-6.3956480299689105
2018-03-20,0.0016688039781330728,0.0019824448975917855,0.0022424016815857247,0.002721187724985558,-6.3956480299689105,-6.223424348803932,-6.100207763614491,-5.906686793637745
2018-03-21,0.002721187724985558,0.0019778158796742535,0.002290990854697757,0.0008698620503253458,-5.906686793637745,-6.225762083641226,-6.0787708237081155,-7.047175806771741
2018-03-22,0.0008698620503253458,0.0017843523813720493,0.0022697433505692558,0.0027102453758016303,-7.047175806771741,-6.3286996850961055,-6.088088471246142,-5.910716066716166
2018-03-23,0.0027102453758016303,0.0017210882752220786,0.00233463087947724,0.0025002941963707314,-5.910716066716166,-6.364798411983371,-6.059901439118495,-5.991346835487974
2018-03-26,0.0025002941963707314,0.0020940786651232673,0.0023607342861196295,0.001621787184108574,-5.991346835487974,-6.1686415525691585,-6.048782527792081,-6.424226476088468
2018-03-27,0.001621787184108574,0.002084675306318368,0.0023736539596313517,0.0025664365288960707,-6.424226476088468,-6.173142116273672,-6.04332471387149,-5.965236867912606
2018-03-28,0.0025664365288960707,0.0020537250671004703,0.0024129830207360895,0.0082195864762212,-5.965236867912606,-6.188099980176845,-6.026891487500016,-4.801235366042478
2018-03-29,0.0082195864762212,0.0035236699522796415,0.0025420533720658463,0.0052035242541913634,-4.801235366042478,-5.648252204043169,-5.97478307100502,-5.258419122549208
2018-03-30,0.0052035242541913634,0.0040223257279575885,0.002534257146274136,0.004291342478810948,-5.258419122549208,-5.515894979486374,-5.977854684369112,-5.4511556395687615
2018-04-02,0.004291342478810948,0.004380535384445631,0.0026003828414924756,0.0026432315393589774,-5.4511556395687615,-5.430584305343779,-5.952096559610686,-5.935753004612791
2018-04-03,0.0026432315393589774,0.004584824255495713,0.0024794977273465777,0.0017457630906813353,-5.935753004612791,-5.385003482514431,-5.9996992282820605,-6.350563460384484
2018-04-04,0.0017457630906813353,0.004420689567852765,0.0024251770911572377,0.004136907708207161,-6.350563460384484,-5.421459561613632,-6.0218506887436165,-5.487806676448496
2018-04-05,0.004136907708207161,0.003604153814249957,0.002574014131998747,0.001906318726296637,-5.487806676448496,-5.625668233641295,-5.962288640686445,-6.262581212662108
2018-04-06,0.001906318726296637,0.002944712708671012,0.0026137410976362655,0.00226706138290851,-6.262581212662108,-5.827743984911898,-5.946972674941586,-6.089270787000286
2018-04-09,0.00226706138290851,0.002539856489490524,0.0026917581998693848,0.0016525136509655525,-6.089270787000286,-5.975647660376167,-5.917560655825858,-6.405457664962584
2018-04-10,0.0016525136509655525,0.002341712911811839,0.0027168431225685183,0.0025587797036114787,-6.405457664962584,-6.056872561105217,-5.908284652606706,-5.96822477333351
2018-04-11,0.0025587797036114787,0.002504316234397868,0.0027732796530120767,0.0028295282847364913,-5.96822477333351,-5.989739502094912,-5.887724632831136,-5.867645229717402
2018-04-12,0.0028295282847364913,0.0022428403497037337,0.0027434815838380225,0.0043447520236151674,-5.867645229717402,-6.100012158518139,-5.898527477690182,-5.438786570542252
2018-04-13,0.0043447520236151674,0.00273052700916744,0.0028162279115217475,0.002249113574870009,-5.438786570542252,-5.903260608141753,-5.872356873963614,-6.097219062653568
2018-04-16,0.002249113574870009,0.00272693744755974,0.002834952185750549,0.0019408037608239451,-6.097219062653568,-5.904576076899176,-5.865730172367142,-6.244653030481359
2018-04-17,0.0019408037608239451,0.002784595469531419,0.0027855993609447525,0.0012085873204102904,-6.244653030481359,-5.883652633551398,-5.883292182465319,-6.7183030224888896
2018-04-18,0.0012085873204102904,0.002514556992891181,0.0028116559551968202,0.0014003272904236702,-6.7183030224888896,-5.985658597145243,-5.873981625744741,-6.571049219397023
2018-04-19,0.0014003272904236702,0.0022287167940286167,0.0027994524693918475,0.0022706070925092017,-6.571049219397023,-6.106329242950587,-5.878331391847215,-6.087707997569871
2018-04-20,0.0022706070925092017,0.001813887807807423,0.002778971531552013,0.0031555759334533934,-6.087707997569871,-6.312282722027873,-5.8856743364235635,-5.7585842216975855
2018-04-23,0.0031555759334533934,0.0019951802795241,0.002882867617148743,0.0013849192900526868,-5.7585842216975855,-6.217020816926018,-5.848969745128565,-6.582113343164669
2018-04-24,0.0013849192900526868,0.0018840033853698486,0.0028226255223419722,0.0028756131388255088,-6.582113343164669,-6.27435625284568,-5.870087755458087,-5.851489327017085
2018-04-25,0.0028756131388255088,0.002217408549052892,0.002839685474271735,0.005327392435040261,-5.851489327017085,-6.111416040095661,-5.864061946222791,-5.234893365937749
2018-04-26,0.005327392435040261,0.0030028215779762104,0.003008122076586812,0.004538911063438316,-5.234893365937749,-5.808202873037386,-5.80643925650304,-5.395068127534916
2018-04-27,0.004538911063438316,0.003456482372162033,0.003097780009975096,0.010502076812854913,-5.395068127534916,-5.667503833570538,-5.777069517564915,-4.556182240154465
2018-04-30,0.010502076812854913,0.004925782548042337,0.0032015295707311735,0.003819221785950345,-4.556182240154465,-5.313272103675378,-5.744126561289133,-5.567708571889649
2018-05-01,0.003819221785950345,0.005412643047221869,0.0031386067312656725,0.0017701453688848115,-5.567708571889649,-5.219017738479588,-5.763976261829278,-6.33669354996284
2018-05-02,0.0017701453688848115,0.00519154949323373,0.0030240068626326663,0.0009925631963786233,-6.33669354996284,-5.260723053490946,-5.801172518209609,-6.915219772747658
2018-05-03,0.0009925631963786233,0.004324583645501401,0.0029489764834062866,0.005696183035727374,-6.915219772747658,-5.443439387044733,-5.826297089700603,-5.167958953751785
2018-05-04,0.005696183035727374,0.004556038039959213,0.0031285410263629247,0.006176168188461438,-5.167958953751785,-5.391301862062791,-5.767188476899323,-5.087057217851525
2018-05-07,0.006176168188461438,0.0036908563150805187,0.003221234684556301,0.003974328651761781,-5.087057217851525,-5.601896757050878,-5.737990519468288,-5.527899412616874
2018-05-08,0.003974328651761781,0.003721877688242806,0.0033152351357138075,0.003932500122626401,-5.527899412616874,-5.59352695627085,-5.709226696862284,-5.538479866419917
2018-05-09,0.003932500122626401,0.0041543486389911235,0.0033909368966100755,0.0017587902299788056,-5.538479866419917,-5.483599604478343,-5.686648995601307,-6.343129018751648
2018-05-10,0.0017587902299788056,0.00430759404571116,0.0033957676502015875,0.011704797696923619,-6.343129018751648,-5.447375733570932,-5.685225402093833,-4.447756453120247
2018-05-11,0.011704797696923619,0.005509316977950409,0.0038114957408066845,0.007380725367636635,-4.447756453120247,-5.201314605794547,-5.569733557758715,-4.908883343353284
2018-05-14,0.007380725367636635,0.005750228413785448,0.004018368335483963,0.005710778829513083,-4.908883343353284,-5.158515683434648,-5.516879320555318,-5.165399849641873
2018-05-15,0.005710778829513083,0.006097518449335709,0.004080460463024778,0.007493341894769054,-5.165399849641873,-5.099873385757348,-5.5015454138425754,-4.893740386739875
2018-05-16,0.007493341894769054,0.00680968680376424,0.004318834477565644,0.0077052270716540085,-4.893740386739875,-4.98940913583003,-5.444769686833248,-4.865856326977722
2018-05-17,0.0077052270716540085,0.00799897417209928,0.00458085371896701,0.007167340673781009,-4.865856326977722,-4.828441961510263,-5.385869874875476,-4.938220575482316
2018-05-18,0.007167340673781009,0.0070914827674707585,0.004851706144120224,0.003643578388807904,-4.938220575482316,-4.948860811157122,-5.328424832989493,-5.614788978940253
2018-05-21,0.003643578388807904,0.006344053371705012,0.0049536721031376895,0.005771089880351121,-5.614788978940253,-5.060237365980034,-5.307626118223334,-5.1548943115621535
2018-05-22,0.005771089880351121,0.006356115581872619,0.005112784957130504,0.016007294028298716,-5.1548943115621535,-5.058337830052806,-5.276011002271633,-4.134710777606778
2018-05-23,0.016007294028298716,0.00805890600857855,0.005696953961441656,0.021524509061077064,-4.134710777606778,-4.820977450212836,-5.167823622156612,-3.838563032130334
2018-05-24,0.021524509061077064,0.010822762406463163,0.006612389860124582,0.03296462010077608,-3.838563032130334,-4.526103723320849,-5.018810123127175,-3.4123204077701828
2018-05-25,0.03296462010077608,0.015982218291862176,0.007980071994758699,0.01380100132032462,-3.4123204077701828,-4.136278525258871,-4.830807833130315,-4.283014122761623
2018-05-28,0.01380100132032462,0.01801370287816552,0.008365236034998896,0.006825107968935734,-4.283014122761623,-4.016622534145245,-4.783670716011844,-4.987147103760177
2018-05-29,0.006825107968935734,0.01822450649588244,0.00846915407615787,0.009146808258933202,-4.987147103760177,-4.004988074382155,-4.7713246364430155,-4.6943502737755365
2018-05-30,0.009146808258933202,0.01685240934200934,0.00840755096007052,0.010647826797824736,-4.6943502737755365,-4.0832616388153165,-4.778625041210929,-4.542399454799763
2018-05-31,0.010647826797824736,0.014677072889358878,0.0087179420969739,0.019798806910663578,-4.542399454799763,-4.22146866332198,-4.742372055496026,-3.9221335950835594
2018-06-01,0.019798806910663578,0.012043910251336377,0.0095374267125093,0.00472526430412547,-3.9221335950835594,-4.419196111819747,-4.652531556056648,-5.354831761056979
2018-06-04,0.00472526430412547,0.010228762848096545,0.00970709494467961,0.01742641040875303,-5.354831761056979,-4.582551630270222,-4.63489821294533,-4.049768378193937
2018-06-05,0.01742641040875303,0.012349023336060005,0.010240287097998959,0.011290561642950446,-4.049768378193937,-4.394178293037903,-4.58142561308449,-4.48378814626114
2018-06-06,0.011290561642950446,0.012777774012863456,0.01047275952774846,0.007990321226847556,-4.48378814626114,-4.360048014774529,-4.558977714068341,-4.829524303886498
