,GARCH SS dinámico,HMM por régimen,QR empírica p95,Factor BCRP
2023-08-21,177.3709114455241,77.32207761966038,161.0658012357959,43.241647083115424
2023-08-28,200.93177202518336,543.8494578469541,161.09841547895007,-23.405686390202163
2023-09-04,200.75734586959413,298.81706142344683,160.73051489628256,39.32856834672805
2023-09-11,145.37582441117223,432.481570109542,160.13149376130457,-96.53649693470811
2023-09-18,172.46175500222876,416.51662924808306,160.34515632130592,-46.15745982869328
2023-09-25,179.07462327984376,382.7210502412939,159.89531577862323,-16.84057344733702
2023-10-02,202.04810610461857,369.8750479543753,160.27471888057073,-7.360852686987869
2023-10-09,196.72550555435606,403.9157627791701,159.72079405122827,-26.22935559644162
2023-10-16,202.98317906857363,-737.2993314482667,160.59008044502036,28.256804747690296
2023-10-23,178.2726482828699,350.23468401200716,163.5843763967921,-69.90664496361865
2023-10-30,62.46817709164111,385.02083135571695,163.03318129322315,-17.09175697267142
2023-11-06,89.96366294738408,383.71073671580746,162.49112919220948,-1.7241867494001895
2023-11-13,112.26141806240776,336.64804394557166,163.88524314402105,20.612711067110467
2023-11-20,84.25767763089937,383.5836312400013,165.8156559902145,31.97657969601778
2023-11-27,39.06352398539377,423.7087924301758,165.31020098791623,-70.73976625875139
2023-12-04,61.26181489440819,517.7976616999674,164.77633996278564,-99.26297615528597
2023-12-11,86.74559874484851,585.0438592926856,164.24115112321772,38.38999983808094
2023-12-18,114.59350577550481,-511.9520621248362,163.90017868523273,-7.15888043537575
