,demand,forecast,epsilon,sigma_garch,ss_garch,ss_classic,rop_garch,rop_classic,stockout_garch,stockout_classic,excess_garch,excess_classic
2022-06-27,409,263.5,145.5,341.29144558518766,793.9740403076687,591.5115108493884,1057.4740403076687,855.0115108493884,False,False,755.0484768534118,502.5115108493884
2022-07-04,0,340.75,-340.75,314.3756691428123,731.357681045196,591.5115108493884,1072.107681045196,932.2615108493884,False,False,1057.4740403076687,855.0115108493884
2022-07-11,627,340.75,286.25,316.9217413618207,737.2808158696716,591.5115108493884,1078.0308158696716,932.2615108493884,False,False,445.10768104519593,305.2615108493884
2022-07-18,0,398.0,-398.0,310.0132166809192,721.2089531716318,591.5115108493884,1119.208953171632,989.5115108493884,False,False,1078.0308158696716,932.2615108493884
2022-07-25,1114,259.0,855.0,324.37490796579243,754.6197233582409,591.5115108493884,1013.6197233582409,850.5115108493884,False,True,5.208953171631947,0.0
2022-08-01,915,435.25,479.75,454.2111976859052,1056.6684411363256,591.5115108493884,1491.9184411363256,1026.7615108493883,False,True,98.61972335824089,0.0
2022-08-08,119,664.0,-545.0,451.8241260386993,1051.1152022703873,591.5115108493884,1715.1152022703873,1255.5115108493883,False,False,1372.9184411363256,907.7615108493883
2022-08-15,173,537.0,-364.0,461.94921827245525,1074.6700276060737,591.5115108493884,1611.6700276060737,1128.5115108493883,False,False,1542.1152022703873,1082.5115108493883
2022-08-22,0,580.25,-580.25,440.1590399902048,1023.9777641064179,591.5115108493884,1604.227764106418,1171.7615108493883,False,False,1611.6700276060737,1128.5115108493883
2022-08-29,391,301.75,89.25,460.0765942974344,1070.3135901897328,591.5115108493884,1372.0635901897328,893.2615108493884,False,False,1213.227764106418,780.7615108493883
2022-09-05,818,170.75,647.25,414.67731796315405,964.697562233428,591.5115108493884,1135.447562233428,762.2615108493884,False,False,554.0635901897328,75.2615108493884
2022-09-12,9,345.5,-336.5,455.9884794914889,1060.803076311623,591.5115108493884,1406.303076311623,937.0115108493884,False,False,1126.447562233428,753.2615108493884
2022-09-19,632,304.5,327.5,431.5714791126867,1003.9998229815815,591.5115108493884,1308.4998229815815,896.0115108493884,False,False,774.303076311623,305.0115108493884
2022-09-26,212,462.5,-250.5,410.0405413912799,953.9106518774931,591.5115108493884,1416.4106518774931,1054.0115108493883,False,False,1096.4998229815815,684.0115108493884
2022-10-03,128,417.75,-289.75,382.75838680991757,890.4419573600507,591.5115108493884,1308.1919573600508,1009.2615108493884,False,False,1288.4106518774931,926.0115108493883
2022-10-10,382,245.25,136.75,364.51761658428956,848.0069704252529,591.5115108493884,1093.2569704252528,836.7615108493884,False,False,926.1919573600508,627.2615108493884
2022-10-17,83,338.5,-255.5,333.75625217425585,776.4443071884601,591.5115108493884,1114.9443071884602,930.0115108493884,False,False,1010.2569704252528,753.7615108493884
2022-10-24,236,201.25,34.75,319.43823764763346,743.1351457959319,591.5115108493884,944.3851457959319,792.7615108493884,False,False,878.9443071884602,694.0115108493884
2022-10-31,46,207.25,-161.25,290.0666926625722,674.805732493814,591.5115108493884,882.055732493814,798.7615108493884,False,False,898.3851457959319,746.7615108493884
2022-11-07,1067,186.75,880.25,272.1106695209078,633.0331758532557,591.5115108493884,819.7831758532557,778.2615108493884,True,True,0.0,0.0
2022-11-14,435,358.0,77.0,434.55024929025467,1010.9295782497702,591.5115108493884,1368.9295782497702,949.5115108493884,False,False,384.78317585325567,343.2615108493884
2022-11-21,156,446.0,-290.0,391.8686191057818,911.6358315038528,591.5115108493884,1357.6358315038528,1037.5115108493883,False,False,1212.9295782497702,793.5115108493884
2022-11-28,497,426.0,71.0,372.1270628032566,865.7094438892973,591.5115108493884,1291.7094438892973,1017.5115108493884,False,False,860.6358315038528,540.5115108493883
2022-12-05,631,538.75,92.25,337.0271570020817,784.0536790470422,591.5115108493884,1322.8036790470424,1130.2615108493883,False,False,660.7094438892973,386.5115108493884
2022-12-12,592,429.75,162.25,307.3573827041731,715.0304706453913,591.5115108493884,1144.7804706453912,1021.2615108493884,False,False,730.8036790470424,538.2615108493883
2022-12-19,904,469.0,435.0,286.8232475089559,667.2602423080946,591.5115108493884,1136.2602423080946,1060.5115108493883,False,False,240.78047064539123,117.2615108493884
2022-12-26,950,656.0,294.0,315.15891936707885,733.1798197280644,591.5115108493884,1389.1798197280646,1247.5115108493883,False,False,186.26024230809458,110.51151084938829
2023-01-02,489,769.25,-280.25,309.7808507560188,720.6683814268387,591.5115108493884,1489.9183814268386,1360.7615108493883,False,False,900.1798197280646,758.5115108493883
2023-01-09,480,733.75,-253.75,303.33362848106725,705.6696840243069,591.5115108493884,1439.419684024307,1325.2615108493883,False,False,1009.9183814268386,880.7615108493883
2023-01-16,371,705.75,-334.75,294.2187991625666,684.4651154529613,591.5115108493884,1390.2151154529613,1297.2615108493883,False,False,1068.419684024307,954.2615108493883
2023-01-23,42,572.5,-530.5,300.1202006468854,698.194025569499,591.5115108493884,1270.694025569499,1164.0115108493883,False,False,1348.2151154529613,1255.2615108493883
2023-01-30,130,345.5,-215.5,347.29721738479344,807.9457555750197,591.5115108493884,1153.4457555750196,937.0115108493884,False,False,1140.694025569499,1034.0115108493883
2023-02-06,688,255.75,432.25,325.9541046953106,758.2935371147689,591.5115108493884,1014.0435371147689,847.2615108493884,False,False,465.4457555750196,249.0115108493884
2023-02-13,745,307.75,437.25,343.3652678662782,798.7985417028744,591.5115108493884,1106.5485417028744,899.2615108493884,False,False,269.0435371147689,102.2615108493884
2023-02-20,369,401.25,-32.25,357.5329658861462,831.7580095834891,591.5115108493884,1233.0080095834892,992.7615108493884,False,False,737.5485417028744,530.2615108493884
2023-02-27,529,483.0,46.0,323.27824856798856,752.0684754316402,591.5115108493884,1235.0684754316403,1074.5115108493883,False,False,704.0080095834892,463.7615108493884
2023-03-06,474,582.75,-108.75,293.6659651945329,683.1790128421371,591.5115108493884,1265.9290128421371,1174.2615108493883,False,False,761.0684754316403,600.5115108493883
2023-03-13,911,529.25,381.75,270.8910647539166,630.1959101176141,591.5115108493884,1159.445910117614,1120.7615108493883,False,False,354.9290128421371,263.2615108493883
2023-03-20,658,570.75,87.25,291.8330851883791,678.9150350521581,591.5115108493884,1249.6650350521581,1162.2615108493883,False,False,501.44591011761395,462.7615108493883
2023-03-27,630,643.0,-13.0,268.03409470810794,623.5495083995185,591.5115108493884,1266.5495083995183,1234.5115108493883,False,False,619.6650350521581,532.2615108493883
2023-04-03,343,668.25,-325.25,245.11869231355817,570.2395445553315,591.5115108493884,1238.4895445553316,1259.7615108493883,False,False,923.5495083995183,891.5115108493883
2023-04-10,74,635.5,-561.5,260.957524525875,607.0867077879343,591.5115108493884,1242.5867077879343,1227.0115108493883,False,False,1164.4895445553316,1185.7615108493883
2023-04-17,781,426.25,354.75,329.82705513227586,767.3034966262828,591.5115108493884,1193.5534966262828,1017.7615108493884,False,False,461.5867077879343,446.0115108493883
2023-04-24,337,457.0,-120.0,331.5247825683621,771.2530580032443,591.5115108493884,1228.2530580032444,1048.5115108493883,False,False,856.5534966262828,680.7615108493884
2023-05-01,27,383.75,-356.75,304.17865856177696,707.6355462105454,591.5115108493884,1091.3855462105453,975.2615108493884,False,False,1201.2530580032444,1021.5115108493883
2023-05-08,224,304.75,-80.75,311.8979220099251,725.5934964240842,591.5115108493884,1030.3434964240842,896.2615108493884,False,False,867.3855462105453,751.2615108493884
2023-05-15,115,342.25,-227.25,285.0342286359891,663.0983022386017,591.5115108493884,1005.3483022386017,933.7615108493884,False,False,915.3434964240842,781.2615108493884
2023-05-22,881,175.75,705.25,275.606599199769,641.1660413195954,591.5115108493884,816.9160413195954,767.2615108493884,False,False,124.34830223860172,52.7615108493884
2023-05-29,674,311.75,362.25,380.6018509717137,885.4250326914843,591.5115108493884,1197.1750326914844,903.2615108493884,False,False,142.91604131959537,93.2615108493884
2023-06-05,418,473.5,-55.5,373.2573678012028,868.3389643112363,591.5115108493884,1341.8389643112364,1065.0115108493883,False,False,779.1750326914844,485.2615108493884
2023-06-12,786,522.0,264.0,337.5384600132959,785.2431648161306,591.5115108493884,1307.2431648161305,1113.5115108493883,False,False,555.8389643112364,279.0115108493883
2023-06-19,440,689.75,-249.75,323.6864846170383,753.0181881462602,591.5115108493884,1442.7681881462602,1281.2615108493883,False,False,867.2431648161305,673.5115108493883
2023-06-26,223,579.5,-356.5,310.3678669407376,722.0340049076968,591.5115108493884,1301.5340049076967,1171.0115108493883,False,False,1219.7681881462602,1058.2615108493883
2023-07-03,1299,466.75,832.25,316.6377542432438,736.6201535447041,591.5115108493884,1203.370153544704,1058.2615108493883,False,True,2.534004907696726,0.0
2023-07-10,960,687.0,273.0,442.8224816178588,1030.1739449295442,591.5115108493884,1717.1739449295442,1278.5115108493883,False,False,243.37015354470395,98.26151084938829
2023-07-17,162,730.5,-568.5,412.9753761223344,960.7381965440618,591.5115108493884,1691.2381965440618,1322.0115108493883,False,False,1555.1739449295442,1116.5115108493883
2023-07-24,576,661.0,-85.0,437.1664575699504,1017.015876294993,591.5115108493884,1678.015876294993,1252.5115108493883,False,False,1115.2381965440618,746.0115108493883
2023-07-31,242,749.25,-507.25,394.43289764745174,917.6013211770938,591.5115108493884,1666.8513211770937,1340.7615108493883,False,False,1436.015876294993,1010.5115108493883
2023-08-07,0,485.0,-485.0,410.45132359411923,954.8662879167018,591.5115108493884,1439.8662879167018,1076.5115108493883,False,False,1666.8513211770937,1340.7615108493883
2023-08-14,736,245.0,491.0,418.3876248976282,973.329150940537,591.5115108493884,1218.3291509405371,836.5115108493884,False,False,703.8662879167018,340.5115108493883
2023-08-21,1040,388.5,651.5,425.68891475467154,990.3147352036127,591.5115108493884,1378.8147352036126,980.0115108493884,False,True,178.32915094053715,0.0
2023-08-28,0,504.5,-504.5,464.9189688583822,1081.5787998648436,591.5115108493884,1586.0787998648436,1096.0115108493883,False,False,1378.8147352036126,980.0115108493884
2023-09-04,621,444.0,177.0,464.67543629649805,1081.012250264475,591.5115108493884,1525.012250264475,1035.5115108493883,False,False,965.0787998648436,475.0115108493883
2023-09-11,206,599.25,-393.25,423.26288859597014,984.670873290187,591.5115108493884,1583.920873290187,1190.7615108493883,False,False,1319.012250264475,829.5115108493883
2023-09-18,271,466.75,-195.75,412.65627549935874,959.9958468187288,591.5115108493884,1426.7458468187288,1058.2615108493883,False,False,1312.920873290187,919.7615108493883
2023-09-25,253,274.5,-21.5,379.73719628187524,883.4135161813507,591.5115108493884,1157.9135161813506,866.0115108493884,False,False,1173.7458468187288,805.2615108493883
2023-10-02,195,337.75,-142.75,342.58167405220274,796.9756036990964,591.5115108493884,1134.7256036990964,929.2615108493884,False,False,962.9135161813506,671.0115108493884
2023-10-09,432,231.25,200.75,315.27763495921033,733.4559974628169,591.5115108493884,964.7059974628169,822.7615108493884,False,False,702.7256036990964,497.2615108493884
2023-10-16,234,287.75,-53.75,297.42117984644614,691.9150740237759,591.5115108493884,979.6650740237759,879.2615108493884,False,False,730.7059974628169,588.7615108493884
2023-10-23,477,278.5,198.5,271.426350992914,631.4411900195732,591.5115108493884,909.9411900195732,870.0115108493884,False,False,502.6650740237759,402.2615108493884
2023-10-30,410,334.5,75.5,260.6970833671378,606.4808223438664,591.5115108493884,940.9808223438664,926.0115108493884,False,False,499.94119001957324,460.0115108493884
2023-11-06,378,388.25,-10.25,240.6693425777,559.8886604877159,591.5115108493884,948.1386604877159,979.7615108493884,False,False,562.9808223438664,548.0115108493884
2023-11-13,275,374.75,-99.75,221.50025601597534,515.2940557787589,591.5115108493884,890.0440557787589,966.2615108493884,False,False,673.1386604877159,704.7615108493884
2023-11-20,332,385.0,-53.0,208.971856863147,486.14822214409946,591.5115108493884,871.1482221440995,976.5115108493884,False,False,558.0440557787589,634.2615108493884
2023-11-27,527,348.75,178.25,195.53209118601887,454.88220246065487,591.5115108493884,803.6322024606549,940.2615108493884,False,False,344.14822214409946,449.5115108493884
2023-12-04,805,378.0,427.0,196.67644342094172,457.5444021121548,591.5115108493884,835.5444021121548,969.5115108493884,True,False,0.0,135.2615108493884
2023-12-11,447,484.75,-37.75,252.42942963476958,587.2471072224755,591.5115108493884,1071.9971072224755,1076.2615108493883,False,False,388.5444021121548,522.5115108493884
2023-12-18,706,527.75,178.25,232.08911099641153,539.9277701006446,591.5115108493884,1067.6777701006445,1119.2615108493883,False,False,365.9971072224755,370.2615108493883
2023-12-25,857,621.25,235.75,225.93373350429997,525.6080149463629,591.5115108493884,1146.8580149463628,1212.7615108493883,False,False,210.67777010064447,262.2615108493883
